"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UFBGA548","book","2014","Hendriks, Pepijn","Innovation in Tradition: Tönnies Fonne's Russian-German Phrasebook (Pskov, 1607)","","978-90-420-3830-1","","","","This study explores the history of the language of a manuscript known as Tönnies Fonne's Russian-German phrasebook (Pskov, 1607). The phrasebook is not, as many scholars have assumed, the result of the efforts of a 19-year-old German merchant, who came to Russia to learn the language and who recorded the everyday vernacular in the town of Pskov from the mouths of his informants. Nor is it, as other claim, a mere complilation by him of existing material. Instead, the phrasebook must be regarded as the product of a copying, innovative, meticulous, German-speaking professional scribe who was acutely aware of regional, stylistic and other differences and nuances in the Russian language around him, and who wanted to deliver an up-to-date phrasebook firmly rooted in an established tradition. By careful textological analysis and by comparing the text with the earlier phrasebook of Thomas Schroue, this study lays bare the modus operandi of the scribe and shows how the scribe acted as an agent of change when a phrasebook was handed down from one generation to the other","2014","2026-06-09 15:45:46","2026-06-09T15:45:46Z","","","307","","","","","Innovation in tradition","Studies in Slavic and general linguistics","41","","","Rodopi","Amsterdam, New York","","","","","","Library of Congress ISBN","PG2746 .H463 2014","OCLC: ocn880557824","","","","","1300-1700; Glossaries, vocabularies, etc; Low German; Low German language; Russian language; Textbooks for foreign speakers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5P353U23","journalArticle","2016","Glück, Helmut","Der gebildete Offizier. Die Rolle des Militärs in frühneuzeitlichen Sprachkontakten","Jahrbuch für Germanistische Sprachgeschichte","","1869-7046, 1869-7038","10.1515/jbgsg-2016-0008","https://www.degruyter.com/view/j/jbgsg.2016.7.issue-1/jbgsg-2016-0008/jbgsg-2016-0008.xml","","2016","2026-06-09 15:42:09","2026-06-09T15:42:09Z","2018-11-10 09:35:38","133-153","","1","7","","","","Jahrbuch für Germanistische Sprachgeschichte","","","","","","","","","","","Crossref","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NT5XDS4Z","journalArticle","2018","Seifert, Jan","‚Subversive‘ Sprachbildung? Rhetorisch-persuasive Strategien für das Deutsche in frühneuzeitlichen Lehrbüchern","Jahrbuch für Germanistische Sprachgeschichte","","1869-7046, 1869-7038","10.1515/jbgsg-2018-0008","http://www.degruyter.com/view/j/jbgsg.2018.9.issue-1/jbgsg-2018-0008/jbgsg-2018-0008.xml","","2018","2026-06-09 15:41:27","2026-06-09T15:41:27Z","2018-11-10 09:27:10","135-149","","1","9","","","‚Subversive‘ Sprachbildung?","","","","","","","","","","","","Crossref","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L2QPKCH","journalArticle","2016","Meier, Jörg","Sprachenkontakte und Deutsch als Fremdsprache im Europa des Mittelalters und der Frühen Neuzeit","Jahrbuch für Germanistische Sprachgeschichte","","1869-7046, 1869-7038","10.1515/jbgsg-2016-0016","https://www.degruyter.com/view/j/jbgsg.2016.7.issue-1/jbgsg-2016-0016/jbgsg-2016-0016.xml","","2016","2026-06-09 15:39:21","2026-06-09T15:39:21Z","2018-11-10 09:35:13","308-327","","1","7","","","","Jahrbuch für Germanistische Sprachgeschichte","","","","","","","","","","","Crossref","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XCNSLQM","journalArticle","2019","Maux, Marie Hélène","Juan de Luna, autor de diálogos: el <i>Arte breve y compendiossa</i> monolingüe y los <i>Diálogos familiares</i>","Revista argentina de historiografía lingüística","","1852-1495","","https://dialnet.unirioja.es/servlet/articulo?codigo=7558194","","2019","2026-06-09 12:05:25","2026-06-09T12:05:25Z","2022-02-10 12:09:49","153-170","","2","11","","","Juan de Luna, autor de diálogos","","","","","","","spa","","","","","dialnet.unirioja.es","","Section: RAHL: Revista argentina de historiografía lingüística","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJPUT7ZS","journalArticle","2017","Simon, Horst J.","Review of Helmut Glück. 2013. Die Fremdsprache Deutsch im Zeitalter der Aufklärung, der Klassik und der Romantik. Grundzüge der deutschen Sprachgeschichte in Europa (Fremdsprachen in Geschichte und Gegenwart 12). Wiesbaden: Harrassowitz","Deutsch als Fremdsprache","","","","","","2017","2026-06-08 07:33:23","2026-06-08T07:33:23Z","","56-59","","1","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5PDYLX9","book","2023","","Historische Mehrsprachigkeit: europäische Perspektiven","","978-3-11-133854-5","","","","","2023","2026-06-07 09:25:08","2026-06-07T09:25:08Z","","","358","","","","","Historische Mehrsprachigkeit","Studia Linguistica Germanica","146","","","De Gruyter","Berlin, Boston","ger eng","","","","","Library of Congress ISBN","MLCM 2024/45093 (P)","","","","","","Congresses; Europe; History; Languages in contact; Multilingualism","Franceschini, Rita; Hüning, Matthias; Maitz, Péter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VLLSS26","bookSection","2019","Barale, Elisabetta","<i>Faictes tous bonne chierre! Mise en page</i>, contenuti e obiettivi didattici nei <i>Colloques</i> franco-neerlandesi del secondo Cinquecento","Grammatica e insegnamento linguistico. Approccio storiografico: autori, modelli, espansioni","","","10.6092/UNIBO/AMSACTA/6586","http://amsacta.unibo.it/6586","Il contributo si propone di analizzare comparativamente un dialogo che descrive lo svolgimento di un convivio con diversi commensali e che ricorre in numerose raccolte franco-neerlandesi del secondo Cinquecento. Lo studio delle modalità d’impaginazione, delle citazioni intertestuali e degli obiettivi didattici che hanno animato l’operato di Noël de Berlaimont, Gabriel Meurier, Jacques Grévin e Gérard De Vivre consente di trarre alcune conclusioni sulla natura dei rapporti che si sono instaurati tra i testi e sul tipo di pubblico al quale erano destinati.","2019","2026-06-05 09:20:07","2026-06-05T09:20:07Z","2022-02-10 15:05:35","61-84","","","","","","","Quaderni del CIRSIL","12","","","CLUEB","Bologna","","studio_ricerca","","","","DOI.org (Datacite)","","","","","","Zielgruppenstudie","","San Vicente, Félix","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMJT8G8U","book","2018","","The History of Language Learning and Teaching: Volume II: 19th–20th Century Europe","","978-1-78188-698-4 978-1-78188-373-0","","","","","2018","2026-06-04 16:39:34","2026-06-04T16:39:34Z","","","1","","","","","The History of Language Learning and Teaching","","","","","Legenda","Cambridge","eng","","","","","K10plus ISBN","","","","","","","","McLelland, Nicola; Smith, Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2VQMXCD","bookSection","2020","McLelland, Nicola","The history of language learning and teaching (HoLLT) in the history of linguistics","History of Linguistics 2017: Selected papers from the 14th International Conference on the History of the Language Sciences, (ICHoLS 14), Paris, 28 August – 1 September","978-90-272-0546-9","","","","""This volume offers a selection of reviewed and revised papers from those presented at the 14th International Conference on the History of the Language Sciences (ICHoLS XIV), held at Université Sorbonne Nouvelle in Paris, 28 August-1st September 2017. The ICHoLS conferences, inaugurated in Ottawa in 1978 are the most important platform for researchers working on the history of the language sciences. The current volume is divided thematically into three parts: (I) Notions and categories, (II) Representations and receptions, (III) Learning, codification and the linguistic practices of social actors. Within each part, papers are arranged chronologically""--","2020","2026-06-04 16:35:55","2026-06-04T16:35:55Z","","","","","","","","","Studies in the History of the Language Sciences","127","","","Benjamins","Amsterdam, Philadelphia","eng fre","","","","","Library of Congress ISBN","P61 .I5713 2020","Meeting Name: International Conference on the History of the Language Sciences","","","","","Congresses; History; Linguistics","Aussant, Émilie; Fortis, Jean-Michel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAFIS2PX","journalArticle","2015","McLelland, Nicola","German as a foreign language in britain: The history of German as a ‘useful’ language since 1600","Angermion","","1868-9426, 1438-2091","10.1515/anger-2015-001","https://www.degruyter.com/document/doi/10.1515/anger-2015-001/html","","2015","2026-06-04 16:35:19","2026-06-04T16:35:19Z","2021-11-30 16:52:31","1-34","","1","8","","","German as a Foreign Language in Britain","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"768RNBSE","book","2015","McLelland, Nicola","German Through English Eyes: A History of Language Teaching and Learning in Britain 1500–2000","","978-3-447-10148-6","","","","","2015","2026-06-04 16:34:22","2026-06-04T16:34:22Z","","","","","","","","German Through English Eyes","Fremdsprachen in Geschichte und Gegenwart","15","","","Harrassowitz","Wiesbaden","eng","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHNF5PHK","bookSection","2020","Luhtala, Anneli","Secondary grammar education in the Middle Ages","The History of Grammar in Foreign Language Teaching","978-90-485-4447-9","","10.1515/9789048544479-004","https://www.degruyter.com/document/doi/10.1515/9789048544479-004/html","","2020-12-31","2026-06-04 16:29:08","2026-06-04T16:29:08Z","2022-07-12 08:56:58","43-62","","","","","","","","","","","Amsterdam University Press","Amsterdam","","","","","","DOI.org (Crossref)","","","","","","","","Coffey, Simon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87BRHNR2","journalArticle","2016","Gaspar Galán, Antonio; Corcuera Manso, J. Fidel","Les pionniers du FLE en Espagne. De Sotomayor (1565) à Jaron (1688)","Documents pour l'histoire du français langue étrangère ou seconde","","0992-7654, 2221-4038","10.4000/dhfles.4379","http://journals.openedition.org/dhfles/4379","","2016-12-01","2026-06-04 14:37:01","2026-06-04T14:37:01Z","2022-01-30 19:48:21","57-76","","","57","","dhfles","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6WCSEIX","bookSection","2021","Doms, Misia Sophia","Ganzheitliche Ansätze in Sprachlehrwerken und sprachdidaktischen Abhandlungen zwischen Barock und Aufklärung","Fremdsprachenlehrwerke in der Frühen Neuzeit. Perspektiven – Potentiale – Herausforderungen","978-3-447-11723-4","","","","","2021","2026-06-04 14:24:51","2026-06-04T14:24:51Z","","123-139","","","","","","","Episteme in Bewegung","24","","","Harrassowitz","Wiesbaden","","","","","","DOI.org (Crossref)","","https://doi.org/10.13173/9783447117234","","","","","","Hübner, Julia; Simon, Horst J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEWYVY89","journalArticle","2019","Dąbrowska, Anna","Teaching Polish as a foreign language within the history of the Polish language","Acta Universitatis Lodziensis. Kształcenie Polonistyczne Cudzoziemców","","2449-6839, 0860-6587","10.18778/0860-6587.26.02","https://czasopisma.uni.lodz.pl/kpc/article/view/5996","This article presents a synthesis of the history of Polish as a foreign language, which has previously been omitted in historical and linguistic studies. The author analysed all existing studies published in book form on the history of the Polish language focusing on the indications and discussions of handbooks, dictionaries and grammar compendia of the Polish language intended for foreigners. She stresses that in the Middle Polish age such resources were written not by Poles but foreigners (Germans and the French). In the text, she also includes information on the expansion of the Polish language in the 17th and 18th centuries onto the eastern and northern lands of the Polish-Lithuanian Commonwealth, and outside its borders. The author concludes her article with a general outline of a future monograph devoted to the history of teaching Polish as a foreign language.","2019","2026-06-04 14:19:55","2026-06-04T14:19:55Z","2025-11-19 12:41:00","26-48","","","26","","KPC","","","","","","","","","https://creativecommons.org/licenses/by-nc-nd/4.0","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSNQXDA4","book","2023","","French Lessons in Late-Medieval England: the ""Liber Donati"" and ""Commune Parlance""","","978-1-80270-102-9 978-1-64189-421-0 978-1-80270-103-6","","","","","2023","2026-06-04 14:17:40","2026-06-04T14:17:40Z","","","186","","","","","French Lessons in Late-Medieval England","","","","","Arc Humanities Press","Leeds","eng","","","","","K10plus ISBN","","","","","","","","Critten, Rory G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4V4CK4DW","bookSection","2018","Villoria-Prieto, Javier; Suso López, Javier","The use of dialogues in teaching foreign languages (sixteenth century): circulations and adaptions of Berlaimont's Dictionarium (1556) in Spain, the Netherlands, and England","The History of Language Learning and Teaching. Volume 1: 16th–18th Century Europe","978-1-78188-369-3","","","","","2018","2026-06-04 11:26:47","2026-06-04T11:26:47Z","","67-82","","","","","","","","","","","Legenda","Cambridge","eng fre","","","","","K10plus ISBN","","Num Pages: 203","","","","","","McLelland, Nicola; Smith, Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAKIJGAI","bookSection","2017","Schröder, Konrad","Plurilingualism in Augsburg and Nuremberg in Early Modern Times","Multilingualism, Nationhood, and Cultural Identity: Northern Europe 16th-19th centuries","978-94-6298-061-7","","","","","2017","2026-06-04 10:51:24","2026-06-04T10:51:24Z","","79-94","","","","","","","Languages and culture in history","","","","Amsterdam University Press","Amsterdam","eng","","","","","Library of Congress ISBN","P115.5.E85 M8745 2017","OCLC: ocn944087420","","","","","","Frijhoff, Willem; Kok-Escalle, Marie-Christine; Sanchez-Summerer, Karene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR7UUDPC","journalArticle","2018","Schröder, Konrad","Eight Hundred Years of Modern Language Learning and Teaching in the German-Speaking Countries of Central Europe: A Social History","The Language Learning Journal","","0957-1736, 1753-2167","10.1080/09571736.2017.1382054","https://www.tandfonline.com/doi/full/10.1080/09571736.2017.1382054","","2018-01","2026-06-04 10:50:32","2026-06-04T10:50:32Z","2022-01-23 16:19:06","28-39","","1","46","","The Language Learning Journal","Eight Hundred Years of Modern Language Learning and Teaching in the German-Speaking Countries of Central Europe","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS9BEWXK","book","2018","Scharinger, Thomas","Mehrsprachigkeit im Frankreich der Frühen Neuzeit: Zur Präsenz des Italienischen, seinem Einfluss auf das Französische und zur Diskussion um das <i>françois italianizé</i>","","978-3-8233-9160-9","","","","","2018","2026-06-04 10:30:22","2026-06-04T10:30:22Z","","","","","","","","","Orbis Romanicus","8","","","Narr","Tübingen","","","","","","","","","","","","Frankreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKWM3HYD","bookSection","2021","Štebih Golub, Barbara","Wie man im 18. Jahrhundert kajkavische Grammatiken „für Teutsche“ schrieb","Fremdsprachenlehrwerke in der Frühen Neuzeit. Perspektiven – Potentiale – Herausforderungen","978-3-447-11723-4","","","","","2021","2026-06-04 09:52:25","2026-06-04T09:52:25Z","","107-121","","","","","","","Episteme in Bewegung","24","","","Harrassowitz","Wiesbaden","","","","","","DOI.org (Crossref)","","https://doi.org/10.13173/9783447117234","","","","","","Hübner, Julia; Simon, Horst J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84VRRART","bookSection","2021","Schweitzer, Claudia","Aussprache: eine Herausforderung für das Erlernen einer Fremdsprache","Fremdsprachenlehrwerke in der Frühen Neuzeit. Perspektiven – Potentiale – Herausforderungen","978-3-447-11723-4","","","","","2021","2026-06-04 09:52:25","2026-06-04T09:52:25Z","","89-105","","","","","","","Episteme in Bewegung","24","","","Harrassowitz","Wiesbaden","","","","","","DOI.org (Crossref)","","https://doi.org/10.13173/9783447117234","","","","","","Hübner, Julia; Simon, Horst J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2H6JZ9YJ","bookSection","2021","Lauschus, Sebastian","Italienisch aussprechen lernen 1500–1700: Material, Methoden, Darstellungen","Fremdsprachenlehrwerke in der Frühen Neuzeit. Perspektiven – Potentiale – Herausforderungen","978-3-447-11723-4","","","","","2021","2026-06-04 09:52:25","2026-06-04T09:52:25Z","","67-87","","","","","","","Episteme in Bewegung","24","","","Harrassowitz","Wiesbaden","","","","","","DOI.org (Crossref)","","https://doi.org/10.13173/9783447117234","","","","","","Hübner, Julia; Simon, Horst J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3CL5XTL","bookSection","2021","Hüning, Matthias","Matthias Kramer und die Anerkennung des Niederländischen als Fremdsprache im frühen 18. Jahrhundert","Fremdsprachenlehrwerke in der Frühen Neuzeit. Perspektiven – Potentiale – Herausforderungen","978-3-447-11723-4","","","","","2021","2026-06-04 09:52:25","2026-06-04T09:52:25Z","","33-48","","","","","","","Episteme in Bewegung","24","","","Harrassowitz","Wiesbaden","","","","","","DOI.org (Crossref)","","https://doi.org/10.13173/9783447117234","","","","","","Hübner, Julia; Simon, Horst J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
