"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CS7MDHXB","book","2002","Glück, Helmut","Deutsch als Fremdsprache in Europa vom Mittelalter bis zur Barockzeit","","978-3-11-017084-9","","10.1515/9783110881158","https://www.degruyter.com/document/doi/10.1515/9783110881158/html","","2002","2026-05-26 15:59:49","2026-05-26T15:59:49Z","2021-11-29 11:24:26","","","","","","","","","","","","De Gruyter","Berlin, New York","","","","","","DOI.org (Crossref)","","","","","","","German language; Study and teaching Foreign speakers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DC56IZXT","bookSection","2011","Franceschini, Rita","Textarten, Vor-Texte und Ko-Texte. Für eine Textsortengeschichte anhand von Dialogbüchern","Lexikon, Varietät, Philologie","978-3-11-026228-5","","10.1515/9783110262292.71","https://www.degruyter.com/document/doi/10.1515/9783110262292.71/html","","2011","2026-05-26 15:59:34","2026-05-26T15:59:34Z","2022-02-07 14:15:11","71-84","","","","","","","","","","","De Gruyter","Berlin, Boston","","","","","","DOI.org (Crossref)","","","","","","","","Overbeck, Anja; Schweickard, Wolfgang; Völker, Harald","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MX6LQP8N","bookSection","2012","Schäfer-Prieß, Barbara; Kistereva, Maria","Beispielsätze in frühneuzeitlichen Grammatiken romanischer Sprachen","Lusufone SprachWissenschaftsGeschichte I","","","","","","2012","2026-05-26 14:01:17","2026-05-26T14:01:17Z","","141-155","","","","","","","","","","","Calepinus","Tübingen","","","","","","","","","","","","","","Kemmler, Rolf; Schäfer-Prieß, Barbara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC9TQ27K","bookSection","2001","Polzin-Haumann, Claudia","'Gebrauchsgrammatik' aus terminologischer Sicht: Konzepte und Begrifflichkeit in den Werken von Bosquet (1586) und Chiflet (1659)","""Gebrauchsgrammatik"" und ""Gelehrte Grammatik"": französische Sprachlehre und Grammatikographie zwischen Maas und Rhein vom 16. bis zum 19. Jahrhundert: Romanistisches Kolloquium XV","978-3-8233-5120-7","","","","","2001","2026-05-26 13:58:59","2026-05-26T13:58:59Z","","131-147","","","","","","","Tübinger Beiträge zur Linguistik","454","","","Narr","Tübingen","gerita","","","","","Library of Congress ISBN","Stabi 1 A 467792, FU PhilBib (2) Ea 4/14/15*","OCLC: ocm47680447","","","","","","Dahmen, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8DIARHS","book","2010","Budziak, Renata","Deutsch als Fremdsprache in Polen: Sprachlehrbücher aus dem 16. bis 18. Jahrhundert","","978-3-447-06439-2","","","","","2010","2026-05-26 13:19:00","2026-05-26T13:19:00Z","","","ix+188","","","","","Deutsch als Fremdsprache in Polen","Fremdsprachen in Geschichte und Gegenwart","9","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","Handapparat C08","","","","","Handapparat C08","German language; Poland; Study and teaching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PK8P6XS","bookSection","2014","Ganslmayer, Christine","Die Lehrbücher des Juan Angel de Sumarán. Werkkonzeption und Anspruch eines Sprachmeisters","Sprachliche Aspekte des Reisens in Mittelalter und Früher Neuzeit","978-3-447-10050-2","","","","","2014","2026-05-26 12:23:06","2026-05-26T12:23:06Z","","99-144","","","","","","","Fremdsprachen in Geschichte und Gegenwart","13","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2014/5161","","","","","","","Schulz, Matthias; Hinkelmanns, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWS7WXE5","book","2013","Glück, Helmut","Die Fremdsprache Deutsch im Zeitalter der Aufklärung, der Klassik und der Romantik: Grundzüge der deutschen Sprachgeschichte in Europa","","978-3-447-10033-5","","","","","2013","2026-05-26 12:15:16","2026-05-26T12:15:16Z","","","","","","","","Die Fremdsprache Deutsch im Zeitalter der Aufklärung, der Klassik und der Romantik","Fremdsprachen in Geschichte und Gegenwart","12","","","Harrassowitz","Wiesbaden","ger","","","","","BnF ISBN","","","","","","","German language; Study and teaching Foreign speakers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7IEAER5","bookSection","2006","Glück, Helmut","Georg von Nürnberg und der Wirtschaftsraum Mitteleuropa um 1400","Ein Franke in Venedig: das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","978-3-447-05403-4","","","","","2006","2026-05-26 12:14:12","2026-05-26T12:14:12Z","","33-50","","","","","","","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU PhilBib GC 4706 G567","","","","","","","Glück, Helmut; Morcinek, Bettina Gabriele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUI5QPJH","book","2007","Glück, Helmut; Schröder, Konrad","Deutschlernen in den polnischen Ländern vom 15. Jahrhundert bis 1918: eine teilkommentierte Bibliographie","","978-3-447-05471-3","","","","","2007","2026-05-26 12:12:54","2026-05-26T12:12:54Z","","","xlviii+271","","","","","Deutschlernen in den polnischen Ländern vom 15. Jahrhundert bis 1918","Fremdsprachen in Geschichte und Gegenwart","2","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","Handapparat C08","","","","","Handapparat C08","Bibliography; German language; Polish; Study and teaching Polish speakers History; Textbooks for foreign speakers Bibliography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4GU84DD","book","2006","","Ein Franke in Venedig: das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","","978-3-447-05403-4","","","","","2006","2026-05-26 12:12:46","2026-05-26T12:12:46Z","","","viii+178","","","","","Ein Franke in Venedig","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU PhilBib GC 4706 G567","","","","","","Congresses; Georg; German language; Study and teaching Foreign speakers; Study and teaching History","Glück, Helmut; Morcinek, Bettina Gabriele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6Z6TSZX","bookSection","2014","Glück, Helmut","Die Kavaliersreise als Lerngegenstand in Sprachbüchern der Frühen Neuzeit","Sprachliche Aspekte des Reisens in Mittelalter und Früher Neuzeit","978-3-447-10050-2","","","","","2014","2026-05-26 12:12:28","2026-05-26T12:12:28Z","","157-168","","","","","","","Fremdsprachen in Geschichte und Gegenwart","13","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2014/5161","","","","","inBib","","Schulz, Matthias; Hinkelmanns, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMH35DWH","book","2013","","Mehrsprachigkeit in der frühen Neuzeit: die Reichsstädte Augsburg und Nürnberg vom 15. bis ins frühe 19. Jahrhundert","","978-3-447-06965-6","","","","","2013","2026-05-26 12:09:42","2026-05-26T12:09:42Z","","","","","","","","Mehrsprachigkeit in der frühen Neuzeit","Fremdsprachen in Geschichte und Gegenwart","10","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","HU Ger ES 755 G567; Stabi 1 A 891645","","","","","inBib","","Glück, Helmut; Häberlein, Mark; Schröder, Konrad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKUSQU9T","book","2010","","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","","978-3-447-06192-6","","","","","2010","2026-05-26 11:54:52","2026-05-26T11:54:52Z","","","272","","","","","Fremde Sprachen in frühneuzeitlichen Städten","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","inBib","Congresses; Economic aspects History; Europe, German-speaking; Germany Augsburg; Germany Nuremberg; Language and languages; Study and teaching History","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAYTWL7W","book","2005","Hüllen, Werner","Kleine Geschichte des Fremdsprachenlernens","","978-3-503-07946-9","","","","Die ""Kleine Geschichte des Fremdsprachenlernens"" stellt den Traditionszusammenhang zwischen dem dritten vorchristlichen Jahrhundert und heute in einer konzisen Raffung übersichtlich dar. Sie ist ideengeschichtlich orientiert, schildert aber auch alte Unterrichtspraktiken, soweit wir diese kennen. Sie regt darüber hinaus zu neuen Detailstudien an. Es kann als Textgrundlage für ein- oder zweisemestrige Seminare dienen und mit Hilfe der angeführten weiteren Literatur zum Ausgangspunkt individueller Studien werden","2005","2026-05-26 10:19:28","2026-05-26T10:19:28Z","","","184","","","","","","","","","","Schmidt","Berlin","ger","","","","","Stabi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVWLYYAP","bookSection","2006","Klatte, Holger","Die italienische Sprachbuch-Tradition des 15. Jahrhunderts und das Sprachbuch des Andreas Klatovský","Ein Franke in Venedig: Das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","","","","","","2006","2026-05-26 10:13:49","2026-05-26T10:13:49Z","","107-119","","","","","","","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","","","","","","","","","Glück, Helmut; Morcinek, Bettina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72A6BMU5","bookSection","2014","Sumillera, Rocío G.","Language Manuals and the Book Trade in England","Translation and the Book Trade in Early Modern Europe","978-1-139-94239-3 978-1-107-08004-1 978-1-107-43932-0","","10.1017/CBO9781139942393.004","https://www.cambridge.org/core/product/identifier/9781139942393%23c08004-835/type/book_part","","2014","2026-05-21 09:59:13","2026-05-21T09:59:13Z","2025-10-08 11:57:52","61-80","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","DOI.org (Crossref)","","","","","","","","Pérez Fernández, José María; Wilson-Lee, Edward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YW8BKDS7","bookSection","2002","Waentig, Peter W.","Die venezianische Ausgabe der Colloquia et Dictionariolum Octo Linguarum von 1656: Editionsgeschichte, Werkstruktur, Sprachkultur","Heilige und profane Sprachen: die Anfänge des Fremdsprachenunterrichts im westlichen Europa","","","","","","2002","2026-05-21 09:48:10","2026-05-21T09:48:10Z","","175-197","","","","","","","Wolfenbütteler Forschungen","98","","","Harrassowitz","Wiesbaden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDJ8URQJ","book","2007","Van der Lubbe, Fredericka","Martin Aedler and the ""High Dutch Minerva"": the first German grammar for the English","","978-3-631-56287-1","","","","","2007","2026-05-12 10:53:29","2026-05-12T10:53:29Z","","","","","","","","Martin Aedler and the ""High Dutch Minerva""","Duisburger Arbeiten zur Sprach- und Kulturwissenschaft","68","","","Lang","Frankfurt am Main","eng","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFGRFSBM","book","2005","Kilian, Jörg","Historische Dialogforschung: eine Einführung","","978-3-484-25141-0","","","","","2005","2026-05-11 15:43:28","2026-05-11T15:43:28Z","","","","","","","","Historische Dialogforschung","Germanistische Arbeitshefte","41","","","Niemeyer","Tübingen","ger","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFSRUNC2","bookSection","2010","Kaltz, Barbara","Wie lernte man in der Frühen Neuzeit Französisch in Augsburg und Nürnberg?","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-05-11 15:12:14","2026-05-11T15:12:14Z","","121-133","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3EIZKFU","book","2009","Glück, Helmut; Pörzgen, Yvonne","Deutschlernen in Russland und in den baltischen Ländern vom 17. Jahrhundert bis 1941: eine teilkommentierte Bibliographie","","978-3-447-05842-1","","","","","2009","2026-03-06 12:44:24","2026-03-06T12:44:24Z","","","li+399","","","","","Deutschlernen in Russland und in den baltischen Ländern vom 17. Jahrhundert bis 1941","Fremdsprachen in Geschichte und Gegenwart","6","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","Handapparat C08","","","","","Handapparat C08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKN4K5EP","bookSection","2010","Kremer, Anette","Spanisches und Katalanisches in Ravensburger Kaufmannsbriefen aus dem 15. Jahrhundert","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-03-06 12:44:24","2026-03-06T12:44:24Z","","177-195","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ66SHZB","bookSection","2014","Kaltz, Barbara","Zum Erwerb des Französischen als Fremdsprache durch deutsche Reisende von Condition im frühen 18. Jahrhundert","Sprachliche Aspekte des Reisens in Mittelalter und Früher Neuzeit","978-3-447-10050-2","","","","","2014","2026-03-06 12:44:23","2026-03-06T12:44:23Z","","145-156","","","","","","","Fremdsprachen in Geschichte und Gegenwart","13","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2014/5161","","","","","","","Schulz, Matthias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SN6IWD83","bookSection","2010","Häberlein, Mark","Fremdsprachen in den Netzwerken Augsburger Handelsgesellschaften des 16. und frühen 17. Jahrhunderts","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-03-06 12:44:22","2026-03-06T12:44:22Z","","23-44","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKXZB3LA","bookSection","2010","Glück, Helmut","Nürnberger Sprachmeister in der Frühen Neuzeit","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","Anh.: Bibliographie Matthias von Erberg","2010","2026-03-06 12:44:20","2026-03-06T12:44:20Z","","135-148","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SPYEZAP","book","2014","","Sprachliche Aspekte des Reisens in Mittelalter und Früher Neuzeit","","978-3-447-10050-2","","","","","2014","2026-03-06 12:44:08","2026-03-06T12:44:08Z","","","184","","","","","Sprachliche Aspekte des Reisens in Mittelalter und Früher Neuzeit","Fremdsprachen in Geschichte und Gegenwart","13","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2014/5161","","","","","inBib","","Schulz, Matthias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NX6AK3LH","thesis","2007","Sáez Rivera, Daniel Moisés","La lengua de las gramáticas y métodos de español como lengua extranjera en Europa (1640–1726)","","","","","","","2007","2026-03-06 12:44:04","2026-03-06T12:44:04Z","","","","","","","","","","","","","Universidad Complutense","Madrid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7XE7AYJ","bookSection","2006","Schröder, Konrad","Didaktische Ansätze im Sprachbuch des Georg von Nürnberg","Ein Franke in Venedig: das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","978-3-447-05403-4","","","","","2006","2026-03-06 12:44:04","2026-03-06T12:44:04Z","","51-63","","","","","","","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","","","","","","","","Glück, Helmut; Morcinek, Bettina Gabriele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3AJDVD2","bookSection","2005","Rossebastiano, Alda","L’estensione svedese nella tradizione dei ‘Colloquia’ di Noël de Berlaimont","Margarita amicorum : studi di cultura europea per Agostino Sottili","978-88-343-1059-5","","","","","2005","2026-03-06 12:44:03","2026-03-06T12:44:03Z","","","","","","2","","","Bibliotheca erudita","26","","","Vita e Pensiero","Milano","","","","","","","","","","","","","","Forner, Fabio; Monti, Carla Maria; Schmidt, Paul Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEXI99U8","book","2010","Núñez, Luis Pablo","El arte de las palabras: Diccionarios e imprenta en el Siglo de Oro","","978-84-9852-265-5 978-84-9852-266-2 978-84-9852-267-9","","","","","2010","2026-03-06 12:44:00","2026-03-06T12:44:00Z","","","","","","","","El arte de las palabras","","","","","Editora regional de Extremadura","Mérida","spa","","","","","Stabi UdL Lesesaal HA 5 Bn 1872-2, Ibero Magazin A 11 / 5771 und 5771:2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NLLQYQD","bookSection","2006","Pleines, Jochen","Elemente des kommunikativen Fremdsprachenunterrichts in den Dialogen des Georg von Nürnberg","Ein Franke in Venedig: das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","978-3-447-05403-4","","","","","2006","2026-03-06 12:44:00","2026-03-06T12:44:00Z","","9-19","","","","","","","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU PhilBib GC 4706 G567","","","","","","","Glück, Helmut; Morcinek, Bettina Gabriele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32XIQNW7","journalArticle","2004","Lazard, Sylviane","Insegnare l’italiano all’estero nel Seicento: il problema del modello di lingua","Cuadernos de Filología Italiana","","","","","","2004","2026-03-06 12:43:56","2026-03-06T12:43:56Z","","29-60","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQEYCWGP","bookSection","2010","Lang, Heinrich","Fremdsprachenkompetenz zwischen Handelsverbindungen und Familiennetzwerken. Augsburger Kaufmannssöhne aus dem Welser-Umfeld in der Ausbildung bei Florentiner Bankiers um 1500","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-03-06 12:43:56","2026-03-06T12:43:56Z","","75-91","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VG8KC72G","bookSection","2010","Kuhn, Christian","Fremdsprachenlernen zwischen Berufsbildung und sozialer Distinktion. Das Beispiel der Nürnberger Kaufmannsfamilie Tucher im 16. Jahrhundert","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-03-06 12:43:49","2026-03-06T12:43:49Z","","47-74","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HGZJY77","bookSection","2010","Klatte, Holger","Handelsbeziehungen zwischen Nürnberg und Prag im Spiegel deutsch-tschechischer Sprachlehrwerke des 16. Jahrhunderts","Fremde Sprachen in frühneuzeitlichen Städten: Lernende, Lehrende und Lehrwerke","978-3-447-06192-6","","","","","2010","2026-03-06 12:43:48","2026-03-06T12:43:48Z","","197-209","","","","","","","Fremdsprachen in Geschichte und Gegenwart","7","","","Harrassowitz","Wiesbaden","","","","","","Library Catalog - gso.gbv.de","FU UB 18/2013/2635","","","","","","","Häberlein, Mark; Kuhn, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGRWF2WU","bookSection","2006","Simon, Horst J.","Reconstructing historical orality in German – what sources can we use?","Dialogic Language Use – Dimensions du dialogisme – Dialogischer Sprachgebrauch","","","","","","2006","2025-12-04 13:52:39","2025-12-04T13:52:39Z","","7-26","","","","","","","Mémoires de la Société Néophilologique de Helsinki","66","","","Société Néophilologique","Helsinki","","","","","","","","","","","","","","Taavitsainen, Irma; Härmä, Juhani; Korhonen, Jarmo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD6DN3T8","book","2014","Gruber, Teresa","Mehrsprachigkeit und Sprachreflexion in der Frühen Neuzeit. Das Spanische im Königreich Neapel","","978-3-8233-6735-2","","","","","2014","2025-11-28 10:44:01","2025-11-28T10:44:01Z","","","","","","","","","Romanica Monacensia","81","","","Narr","Tübingen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKQ64ER3","book","2002","Kilian, Jörg","Lehrgespräch und Sprachgeschichte: Untersuchungen zur historischen Dialogforschung","","978-3-484-31233-3","","10.1515/9783110960839","https://www.degruyter.com/document/doi/10.1515/9783110960839/html","","2002-12-31","2025-08-12 09:50:28","2025-08-12T09:50:28Z","2024-05-31 14:52:48","","","","","","","Lehrgespräch und Sprachgeschichte","","","","","Niemeyer","Tübingen","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V98T96H8","book","2008","Klatte, Holger","Gesprochenes Frühneuhochdeutsch in tschechisch-deutschen Sprachbüchern","","978-3-86758-001-4","","","","","2008","2025-08-07 15:37:39","2025-08-07T15:37:39Z","","","302","","","","","","Göppinger Arbeiten zur Germanistik","746","","","Kümmerle","Göppingen","","","","","","Library of Congress ISBN","PF3121 .K53 2008","OCLC: ocn232124194","","","","","Conversation and phrase books; Czech History; Czechoslovakia; Dialects; Early modern, 1500-1700; German language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
