"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NE27D5LA","book","1999","Schröder, Konrad","Biographisches und bibliographisches Lexikon der Fremdsprachenlehrer des deutschsprachigen Raumes, Spätmittelalter bis 1800. Bd. 6: Nachträge und Ergänzungen Buchstaben L bis Z – Dritte Nachträge zum Quellenverzeichnis","","","","","","","1999","2026-06-09 17:27:19","2026-06-09T17:27:19Z","","","","","","","","Biographisches und bibliographisches Lexikon der Fremdsprachenlehrer des deutschsprachigen Raumes, Spätmittelalter bis 1800. 6","Augsburger I & I-Schriften","74","","","Universität Augsburg","Augsburg","ger","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD38AZFA","journalArticle","1992","Sarmiento, Ramón; Niederehe, Hans-Josef","Die Verbreitung des Spanischen in Deutschland im Spiegel von Sprachlehrbüchern des 16. und 17. Jahrhunderts","Beiträge zur Geschichte der Sprachwissenschaft","","","","","","1992","2026-06-09 16:30:46","2026-06-09T16:30:46Z","","173-191","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVHKAJJY","journalArticle","1995","Kaltz, Barbara","L'enseignement des langues étrangères au XVIe siècle. Structure globale et typologie des textes destinés à l’apprentissage des vernaculaires","Beiträge zur Geschichte der Sprachwissenschaft","","","","","","1995","2026-06-09 16:30:20","2026-06-09T16:30:20Z","","79-105","","1","5","","","","","","","","","","","","","","","","Stabi UdL Lesesaal 	HA 5 Ba 3005 5.1995","","","","","inBib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZV4CQCB","journalArticle","1973","Van Selm, Bert","Some early editions of Gabriel Meurier's school-books","Quaerendo","","0014-9527, 1570-0690","10.1163/157006973X00228","https://brill.com/view/journals/qua/3/3/article-p217_5.xml","","1973","2026-06-09 16:24:18","2026-06-09T16:24:18Z","2025-07-04 08:48:09","217-225","","","3","","Quaerendo","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNSAPPSX","journalArticle","1990","Swiggers, Pierre","Histoire et historiographie de l'enseignement du français : modèles, objets et analyses","Études de Linguistique Appliqués","","","","","","1990","2026-06-09 16:18:23","2026-06-09T16:18:23Z","","27–44","","1","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZRYXDAF","journalArticle","1997","Röntgen, Karl-Heinz","Daniel Matras: sein Beitrag zur romanischen Grammatiko- und Lexikographie","Zeitschrift für romanische Philologie","","0049-8661, 1865-9063","10.1515/zrph.1997.113.2.190","https://www.degruyter.com/document/doi/10.1515/zrph.1997.113.2.190/html","","1997","2026-06-09 16:14:47","2026-06-09T16:14:47Z","2025-09-24 16:42:32","","","2","113","","","Daniel Matras","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P294T3LL","journalArticle","1995","Ehler, Karin; Mulsow, Martin","Gespräche über Grammatik und civilité","Romanische Forschungen","","","","","","1995","2026-06-09 16:10:42","2026-06-09T16:10:42Z","","314-342","","3/4","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4XM7EPB","bookSection","1999","Watts, Richard J.","Refugiate in a strange countrey: Learning English through Dialogues in the 16th Century","Historical dialogue analysis","978-90-272-5080-3 978-90-272-8379-5","","10.1075/pbns.66","","","1999","2026-06-09 15:00:15","2026-06-09T15:00:15Z","","","","","","","","","Pragmatics & Beyond New Series","66","","","Benjamins","Amsterdam, Philadelphia","eng ger","","","","","K10plus ISBN","","","","","","","","Jucker, Andreas H.; Fritz, Gerd; Lebsanft, Franz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNGT4RN3","bookSection","1992","Schröder, Konrad","Matthias Cramers ,Entretien de la méthode entre un maître de langues et un écolier´ (Nürnberg 1696): Französischunterricht und Fremdsprachendidaktik im Zeitalter Ludwigs XIV","Fremdsprachenunterricht 1500–1800 (Vorträge gehalten anlässlich eines Arbeitsgesprächs vom 16. bis 19. Oktober 1988 in der Herzog-August-Bibliothek Wolfenbüttel)","3-447-03251-0","","","","","1992","2026-06-09 12:11:18","2026-06-09T12:11:18Z","","171-189","","","","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","Citation Key: Schroeder1992","","","","","","Schröder, Konrad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZAV9444","book","1992","","Fremdsprachenunterricht 1500–1800: Vorträge gehalten anlässlich eines Arbeitsgesprächs vom 16. bis 19. Oktober 1988 in der Herzog-August-Bibliothek Wolfenbüttel","","978-3-447-03251-3","","","","","1992","2026-06-09 12:11:04","2026-06-09T12:11:04Z","","","","","","","","Fremdsprachenunterricht 1500–1800","Wolfenbütteler Forschungen","52","","","Harrassowitz","Wiesbaden","ger eng fre ita","","","","","BnF ISBN","","","","","","","","Schröder, Konrad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59X2E45T","bookSection","1997","Hüllen, Werner","Wer schrieb die erste deutsche Grammatik in englischer Sprache?","Grammar and Text in Synchrony and Diachrony","978-3-96456-296-8","","10.31819/9783964562968-013","https://www.degruyter.com/document/doi/10.31819/9783964562968-013/html","","1997-12-31","2026-06-09 11:53:45","2026-06-09T11:53:45Z","2026-06-09 11:50:15","179-194","","","","","","","","","","","Iberoamericana Vervuert","Frankfurt a. M., Madrid","","","","","","DOI.org (Crossref)","","","","","","","","Reinhardt, Mechthild; Thiele, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHUHRRCW","journalArticle","1996","Christ, Herbert","L'enseignement du Français en Allemagne entre 1648 et 1815","Documents pour l'histoire du français langue étrangère ou seconde","","","","","in der Datei Sihfles_18_19_diverse.pdf","1996","2026-06-09 11:42:48","2026-06-09T11:42:48Z","","63–83","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IU7BM7FZ","journalArticle","1996","Supiot, Alberto","Les manuels de français langue étrangère en Espagne entre 1648 et 1815. Approche bibliographique","Documents pour l'histoire du français langue étrangère ou seconde","","","","","nicht komplett, in der Datei Sihfles_18_19_diverse.pdf","1996","2026-06-09 11:42:45","2026-06-09T11:42:45Z","","313–328","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2K62N49","journalArticle","1933","Bourland, Caroline Benjamin","""The spanish school-master"" and the polyglot derivatives of Noël de Berlaimont's ""Vocabulare""","Revue hispanique","","9965-0355","","https://dialnet.unirioja.es/servlet/articulo?codigo=2897903","","1933","2026-06-09 11:31:53","2026-06-09T11:31:53Z","2018-05-17 09:52:09","283-318","","1","81","","","","","","","","","","eng","","","","","dialnet.unirioja.es","FU PhilBib (-1) Z IA 8350 81.1933,1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSZ27V4E","book","1884","Stürzinger, Jakob","Orthographia Gallica: ältester Traktat über französische Aussprache und Orthographie","","","","","https://hdl.handle.net/2027/hvd.32044051764181","","1884","2026-06-04 11:08:07","2026-06-04T11:08:07Z","","","","","","","","Orthographia Gallica","Altfranzösische Bibliothek","8","","","Henninger","Heilbronn","","","","","","","","Context Object: ctx_ver=Z39.88-2004&rfr_id=info:sid/GBV:LBS&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.btitle=Orthographia+Gallica+%3A+a%CC%88ltester+Traktat+u%CC%88ber+franzo%CC%88sische+Aussprache+und+Orthographie&rft.date=1884&rft.series=Altfranzösische+Bibliothek&rft.place=Heilbronn&rft.pub=Henninger&rft.ppn=145775895","","","","inBib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUWDTL58","journalArticle","1999","Shaw, David J.","The lost first editions of Gabriel Meurier's <i>Colloques ou nouvelle invention de propos familiers</i>, printed by Plantin, 1556-7","Quaerendo","","0014-9527, 1570-0690","10.1163/157006999X00068","https://brill.com/view/journals/qua/29/1/article-p41_2.xml","Abstract               Early in his career in Antwerp, Plantin printed a group of textbooks for the school-master Gabriel Meurier. Archival evidence from Plantin's business ledgers, from Meurier's privileges for sale of these books, and from a surviving printed fragment show that at least two previously unsuspected editions of one of these texts must have been printed. A summary of Meurier's career is given together with an analysis of the publication history of the texts covered by his privilege which were printed in Plantin's workshop.","1999","2026-06-04 10:58:49","2026-06-04T10:58:49Z","2025-11-19 08:36:07","41-51","","1","29","","Quaerendo","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ9X9RWJ","bookSection","2000","Schröder, Konrad","Der Unterricht des Englischen im 16. Jahrhundert","History of the Language Sciences","978-3-11-019400-5","","10.1515/9783110194005-020","http://www.degruyter.com/view/books/9783110194005/9783110194005-020/9783110194005-020.xml","","2000","2026-06-04 10:47:57","2026-06-04T10:47:57Z","2018-05-17 10:00:40","723-728","","","","","","","","","","","De Gruyter","Berlin, New York","","","","","","Crossref","","","","","","","","Auroux, Sylvain; Koerner, E .F. K.; Niederehe, Hans-Josef; Versteegh, Kees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6646MGQN","bookSection","2000","Schröder, Konrad","Kommerzielle und kulturelle Interessen am Unterricht der Volkssprachen im 15. und 16. Jahrhundert","History of the Language Sciences","","","10.1515/9783110194005-020","","","2000","2026-06-04 10:46:34","2026-06-04T10:46:34Z","","681-687","","","","","","","HSK","18.1","","","De Gruyter","Berlin, New York","","","","","","","","","","","","","","Auroux, Sylvain; Koerner, E. F. K.; Niederehe, Hans-Josef; Versteegh, Kees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GX3AFFCK","bookSection","2000","Schröder, Konrad","Die Traditionen des Sprachunterrichts im Europa des 17. und 18. Jahrhunderts","History of the Language Sciences","978-3-11-019400-5","","10.1515/9783110194005-020","http://www.degruyter.com/view/books/9783110194005/9783110194005-020/9783110194005-020.xml","","2000-01-31","2026-06-04 10:46:31","2026-06-04T10:46:31Z","2018-05-17 10:00:40","734-741","","","","","","","HSK","18.1","","","De Gruyter","Berlin, Boston","","","","","","Crossref","","","","","","","","Auroux, Sylvain; Koerner, E. F. K.; Niederehe, Hans-Josef; Versteegh, Kees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68WQP3HZ","book","1980","Schröder, Konrad","Linguarum Recentium Annales. Der Unterricht in den modernen europäischen Sprachen im deutschsprachigen Raum","","","","","","","1980","2026-06-04 10:31:47","2026-06-04T10:31:47Z","","","","","1","","","","","","","","Universität Augsburg","Augsburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DX6UU4SE","book","1992","Sánchez Pérez, Aquilino","Historia de la enseñanza del español como lengua extranjera","","978-84-7143-475-3","","","","","1992","2026-06-04 10:24:59","2026-06-04T10:24:59Z","","","510","","","","","","","","","","Sociedad General Española De Libreria","Madrid","spa","","","","","Gemeinsamer Bibliotheksverbund ISBN","FU CampusBib IM 1490 S211","OCLC: 30680226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GWHAUKQ","book","1983","","Vocabolari Veneto-Tedeschi del secolo XV","","","","","","","1983","2026-06-04 10:20:03","2026-06-04T10:20:03Z","","","","","","3","","","","","","","Ed. l’Artistica","Savigliano","","","","","","fu-berlin.com","FU UB 18/83/15947(0)-1; -2; -3","","","","","inBib","","Rossebastiano Bart, Alda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWPHXV7Q","book","1984","Rossebastiano Bart, Alda","I ""Dialoghi"" di Giorgio da Norimberga: red. veneziana, versione toscana, adattamento padovano / a cura di Alda Rossebastiano Bart.","","","","","","","1984","2026-06-04 10:19:52","2026-06-04T10:19:52Z","","","173","","","","","I ""Dialoghi"" di Giorgio da Norimberga","","","","","Ed. l’Artistica","Savigliano","ita","","","","","fu-berlin.primo.exlibrisgroup.com","FU PhilBib (2) Ka 5/GEO/1.1","","","","","inBib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EE2L5YN6","journalArticle","1976","Rossebastiano Bart, Alda","Serie di proverbi in lessici italiano-tedeschi del secolo XV","Giornale Storico della Letteratura Italiana","","0017-0496","","https://search.proquest.com/docview/1310288651/citation/2FDE4D178084C9FPQ/4","","1976","2026-06-04 10:15:25","2026-06-04T10:15:25Z","2018-10-08 09:53:29","549-565","","","153","","","","","","","","","","Italian","","","","","ProQuest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L3MFZJA","journalArticle","1977","Rossebastiano Bart, Alda","Antichi vocabolari plurilingui d’uso popolare: la tradizione del ‘Solenissimo Vochabuolista’","De gulden passer","","","","","","1977","2026-06-04 10:13:37","2026-06-04T10:13:37Z","","67-153","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IT4DMXX8","bookSection","2000","Rossebastiano, Alda","La tradition des manuels polyglottes dans l’enseignement des langues","History of the Language Sciences","978-3-11-019400-5","","","","","2000","2026-06-04 10:12:00","2026-06-04T10:12:00Z","","688-698","","","","","","","","","","","De Gruyter","Berlin, New York","","","","","","Crossref","","","","","","","","Auroux, Sylvain; Koerner, E.F.K.; Niederehe, Hans-Josef; Versteegh, Kees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HF8VWUN","journalArticle","1970","Roberts, R. J.","Two Early English-Spanish Vocabularies","The British Museum Quarterly","","0007-151X","10.2307/4423050","https://www.jstor.org/stable/4423050","","1970","2026-06-04 10:02:34","2026-06-04T10:02:34Z","2025-06-13 07:29:12","86-91","","3/4","34","","","","","","","","","","","","","","","JSTOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQ3HPZ9E","book","1994","Radtke, Edgar","Gesprochenes Französisch und Sprachgeschichte: Zur Rekonstruktion der Gesprächskonstitution in Dialogen französischer Sprachlehrbücher des 17. Jahrhunderts unter besonderer Berücksichtigung der italienischen Adaptionen","","978-3-11-093622-3","","","","Gesprochenes Französisch und Sprachgeschichte von Edgar Radtke wurde am 4. Dezember 2017 von Max Niemeyer Verlag veröffentlicht.","1994","2026-06-04 09:58:56","2026-06-04T09:58:56Z","2024-10-22 11:01:05","","","","","","","Gesprochenes Französisch und Sprachgeschichte","Beihefte zur Zeitschrift für romanische Philologie","255","","","Niemeyer","Tübingen","de","De Gruyter expressly reserves the right to use all content for commercial text and data mining within the meaning of Section 44b of the German Copyright Act.","","","","www.degruyter.com","","","","","","","Französisch; Geschichte; Gesprochene Sprache; Sprachgeschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8MM5YG3","book","1989","Pellandra, Carla","Grammatiche, grammatici, grammatisti: per una storia dell'insegnamento delle lingue in Italia dal Cinquecento al Settecento","","","","","","","1989","2026-06-04 09:41:30","2026-06-04T09:41:30Z","","","","","","","","","Storia e critica delle idee","15","","","Goliardica","Pisa","","","","","","","","","","","","Fremdsprachenunterricht; Geschichte 1500-1700; Grammatik; Italien; Italienischunterricht; Language and languages -- Study and teaching -- Italy -- History; Taalonderwijs; inBib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3ES4KL3","book","1965","Peeters-Fontainas, Jean","Bibliographie des impressions espagnoles des Pays-Bas méridionaux","","","","","","","1965","2026-06-04 09:39:55","2026-06-04T09:39:55Z","","","","","","","","","Publications du Centre National de l'Archéologie et de l'Histoire du Livre, Bruxelles","","","","De Graaf","Nieuwkoop","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B87FGFUP","book","1974","Claes, Frans","Lijst van Nederlandse woordenlijsten en woordenboeken gedrukt tot 1600","","978-90-6004-327-1","","","","","1974","2026-06-04 09:38:05","2026-06-04T09:38:05Z","","","","","","","","","Bibliotheca bibliographica Neerlandica","4","","","De Graaf","Nieuwkoop","dut","","","","","BnF ISBN","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVHBH3ME","book","1972","","Das älteste italienisch-deutsche Sprachbuch: eine Überlieferung aus dem Jahre 1424 nach Georg von Nürnberg","","978-3-205-04291-4","","","","","1972","2026-06-04 09:37:55","2026-06-04T09:37:55Z","","","","","","","","Das älteste italienisch-deutsche Sprachbuch","Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse","111","","","Böhlau","Köln [u.a.]","ger ita","","","","","K10plus ISBN","","","","","","","","Pausch, Oskar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDCBK2KR","book","1961","Martin-Gamero, Sofia","La enseñanza del inglés en España: desde la edad media hasta el siglo XIX","","","","","","","1961","2026-06-04 08:01:13","2026-06-04T08:01:13Z","","","","","","","","La ensenanza del Ingles en España","","","","","Gredos","Madrid","","","","","","","FU PhilBib (2) Ih 11/945","Pages: 274 S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3RE7HN9","bookSection","2000","Marazzini, Claudio","The teaching of Italian in 15th- and 16th-century Europe","History of the Language Sciences","978-3-11-019400-5","","10.1515/9783110194005-020","http://www.degruyter.com/view/books/9783110194005/9783110194005-020/9783110194005-020.xml","","2000-01-31","2026-06-03 15:48:24","2026-06-03T15:48:24Z","2018-05-17 10:00:40","699-705","","","","","","","HSK","18.1","","","De Gruyter","Berlin, Boston","","","","","","Crossref","","","","","","","","Auroux, Sylvain; Koerner, E.F.K.; Niederehe, Hans-Josef; Versteegh, Kees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
